Crash_ID,Damaged_Property
16148404,CASTLE ARMS APARTMENT
16148465,CITY STREET LIGHT
16148475,ROAD SIGN WAS DAMAGED. 290 ROAD SIGN
16148491,DIRECTION ARROW SIGN
16148495,CENTER BARRIER CABLE SYSTEM
16148499,LANDSCAPING
16148508,FENCE AND LANDSCAPING
16148513,TRAILER
16148544,MONUMENT SIGN PLANTER $5000
16151017,STREET SIGN
16151032,DAMAGE TO TREE IN FRONT YARD
16151140,FENCE OF TEMPLE
16151147,GUARD RAIL
16151148,DAMAGE TO OAK TREE
16151842,SMALL DENT ON LANDSCAPE FACADE
16153509,GUARD RAIL IN FRONT OF 1901 E ANDERSON.
16153544,10 FT GUARDRAIL
16153544,NO PARKING SIGN
16153554,MAILBOXES KNOCKED DOWN
16153565,CONSTRUCTION BARRIER
16154803,DAMAGE TO FENCE ABOUT 6 FT.
16155421,"RETAINING WALL, DELINEATORS"
16157198,DAMAGES TO GARAGE METAL DOOR AND FENCE
16157202,CITY OF AUSTIN TRAFFIC LIGHT POLE
16157205,FRONT OF HOUSE SEVERELY DAMAGED
16157229,MULTIPLE POSTS BROKEN IN CAR PORT/DECK
16157364,GUARD RAIL
16157366,BASKETBALL GOAL
16157370,SCUFFED JERSEY BARRIERS
16158034,POLE #399970 DAMAGED BY UNIT 1
16158073,TRAFFIC LIGHT POLE
16159355,SCRATCHES AND SCRAPS TO METAL BALLARD
16160298,GUARDRAIL DAMAGE
16161205,RAIL ROAD TRACKS
16165795,STREET LIGHT POLE AND LED LIGHT
16165802,STOP SIGN
16165878,GUARD RAIL
16165891,15 FEET OF GUARDRAIL & A LIGHT POLE
16165920,FENCE
16166025,DAMAGE TO BUILDING & SIGN
16166097,GUARDRAIL
16166105,BUILDING PILLER FOR DAILY GRILL
16166168,LIVE OAK TREE
16166179,GUARDRAIL
16166245,HOUSE
16166247,TELEPHONE POLE #263570
16166257,TELEPHONE POLE #357334
16166258,FIRE HYDRANT
16169025,APARTMENT GARAGE
16169036,"LIGHT POLE, REBAR, BARRELS"
16169042,SIGNAL LIGHT POLE
16169072,FIBER OPTIC LINES
16170745,GUARDRAIL
16170745,MOBILE SIGN
16170759,DAMAG TO FENCE
16170805,FIRE HYDRANT
16170805,UTILITY POLE
16170819,LIGHT POLL
16170819,GUARD RAIL
16175096,WATER BARRELL
16175869,TELEPHONE POLE 207885
16176178,FENCE IN THE YARD
16182452,WALK/DON'T WALK SIGN
16182652,"FRONT FACADE TO DOLLAR TREE, GLASS DOORS"
16182653,30 FT GUARDRAIL ON BRIDGE EB LANES
16185965,STONEAND CONCRETE PRIVACY WALL DAMAGE
16185968,PEDESTRIAN WALK SIGN AND POLE
16185975,MAILBOX
16185975,FENCE
16186611,AUSTNI CITY TRAFFIC LIGHT
16188489,10 FEET OF GUARD RAIL
16188598,PEDESTRIAN CROSSING SIGN
16188939,POLE 277073 SNAPPED IN 2 PLACES.
16201244,GUARD RAIL DAMAGE
16201320,BARBED WIRE FENCE
16201327,RESTAURANT PATIO
16211482,BILLBOARD
16221049,CONCRETE PILAR FOR BUS STOP
16221054,SCHOOL ZONE SIGNT
16221054,POWER POLE
16221070,4 COMMUNITY MAILBOXES CRASHED INTO
16221607,TOLL BOOTH GUARD RAIL
16228657,SCRAPES IN SIDEWALK
16228684,YIELD SIGN
16228685,UTILITY POLES 255897
16228690,COA LIGHT POLE 371780
16228698,AUSTIN ENERGY TRANSFORMER BOX #155502
16229165,ELECTRIC POLE #3260728
16229180,FENCE OF RESIDENCE BEHIND
16233018,10 FT DAMAGED WATER FILLED GUARDRAIL
16244096,POWER BOX
16244096,TREES
16244098,DAMAGE TO BARBED WIRE FENCE
16259579,GAURD RAIL
16285222,GUARD RAIL
16402469,AT&T BOX HIT 8668
16409226,GUARDRAIL
16409241,METAL FENCE
16411951,TRAFFIC SIGNAL
16423890,25 FT GUARDRAIL DAMAGE
16441052,TREE
17007198,TREE AND GUARDRAIL DAMAGE TO CARMAX PROP
17017145,SOLAR PANEL SIGN
